"Espacenet";"";"";"";"";"";"";"";"";
"Recherche de brevets";"";"";"";"";"";"";"";"";
"1 résultat trouvé pour plastic recycling AND traceability";"";"";"";"";"";"";"";"";
"Résultats affichés : 1 à 500";"";"";"";"";"";"";"";"";
"Langue de la requête: en / de / fr";"";"";"";"";"";"";"";"";
"Trier par: Pertinence";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Titre";"Inventeurs";"Demandeurs";"Numéro de publication";"Priorité la plus ancienne";"CIB";"CPC";"Date de publication";"Publication la plus ancienne";"Numéro de famille";
"426";"Under-forest plant functional group construction method for low-quality and low-efficiency artificial forest";"WANG YUNQI 
CUI XINRUI 
WEI WENJUAN 
LI YIPU 
ZHENG PEILONG 
ZHOU LIJUN 
ZHANG ZIYOU 
ZHENG YIFAN";"UNIV BEIJING FORESTRY";"CN121189858A";"2025-09-04";"G06F16/22 
G06F16/27 
G06F16/28 
G06F18/22 
G06F18/23 
G06F21/64 
G06Q10/0637 
G06Q50/26";"G06F16/2255 (CN) 
G06F16/27 (CN) 
G06F16/285 (CN) 
G06F18/22 (CN) 
G06F18/23 (CN) 
G06F21/64 (CN) 
G06Q10/0637 (CN) 
G06Q50/26 (CN) 
Y02A90/40 (EP)";"2025-12-23";"2025-12-23";"098090024";
"427";"logistics packaging box circulation system and method";"LIU XIANGYI";"LIU XIANGYI";"CN109919283A 
CN109919283B";"2019-03-07";"B65D25/02 
B65D25/20 
G06F1/24 
G06K17/00 
G06K19/07 
G06K19/077 
G06Q10/08";"";"2019-06-21 
2021-12-21";"2019-06-21";"066963723";
"428";"Digital packaging box and recovery method thereof";"XU XUELAN";"XU XUELAN";"CN114852499A";"2022-04-19";"B65D25/20 
B65D55/14 
G01D21/02";"B65D25/20 (CN) 
B65D55/14 (CN) 
G01D21/02 (CN) 
B65D2201/00 (CN) 
B65D2203/00 (CN) 
Y02W30/10 (EP)";"2022-08-05";"2022-08-05";"082631693";
"429";"TRACKING AND RECORDING TRANSACTIONS OF DIGITAL ASSETS WITH PHYSICAL ASSOCIATION";"VAZIRIZADEH ALI [CA]";"VAZIRIZADEH ALI [CA] 
AISIMPRO INC [CA]";"US2025348829A1";"2023-10-11";"G06Q10/08 
H04L9/00";"G06Q10/08 (EP,US) 
G06Q10/0833 (EP) 
H04L9/50 (EP,US) 
H04L2209/56 (EP,US)";"2025-11-13";"2025-10-30";"097567626";
"430";"Gasification of plastic and solid fossil fuels";"TRAPP WILLIAM LEWIS 
MURPHY JUSTIN WILLIAM 
WAST NATHAN MITCHELL";"EASTMAN CHEM CO";"CN120118698A";"2019-02-04";"C10J3/00 
C10J3/46 
C10J3/48 
C10J3/50 
C10J3/72 
C10K1/10";"C10J3/002 (CN,US) 
C10J3/466 (CN,US) 
C10J3/485 (EP,CN,US) 
C10J3/506 (EP,CN,US) 
C10J3/723 (EP,CN) 
C10K1/101 (EP,CN) 
C10J2300/0906 (EP,CN,US) 
C10J2300/092 (CN,US) 
C10J2300/0923 (CN,US) 
C10J2300/093 (EP,CN,US) 
C10J2300/0943 (CN,US) 
C10J2300/0946 (EP,CN,US) 
C10J2300/0953 (CN,US) 
C10J2300/0959 (CN,US) 
C10J2300/0973 (CN,US) 
C10J2300/0976 (CN) 
C10J2300/164 (US) 
C10J2300/1665 (US) 
C10J2300/169 (EP) 
C10J2300/1846 (CN,US) 
Y02P20/143 (US)";"2025-06-10";"2020-08-06";"071837363";
"431";"METHODS AND SYSTEMS FOR POST-CONSUMER MATERIALS COLLECTION SERVICES AND OFFSET ALLOCATIONS";"GALLAGHER DANIAL PATRICK 
EWART GORDON ALAN 
BIGGS JEREMY";"CURBCYCLE PTY LTD [AU]";"AU2021386467A1 
AU2021386467A9";"2020-11-27";"B65F3/00 
G06Q10/00 
G06Q10/08 
G06K19/08 
G06K7/10 
H04W4/02";"G06K19/08 (AU) 
G06Q10/08 (EP,AU) 
G06Q10/30 (EP,AU) 
G06Q30/0202 (EP) 
G06Q50/04 (EP) 
G06Q50/26 (EP) 
H04W4/02 (EP,AU) 
G06K17/0029 (AU) 
G06K7/1097 (AU) 
H04W4/80 (EP) 
Y02W90/00 (EP)";"2023-06-22 
2025-03-20";"2022-06-02";"081753656";
"432";"DISTRIBUTEUR DE MÉDICAMENTS SOUS EMBALLAGES COQUES COMMANDÉ PAR UNE APPLICATION DE PHARMACIE AU POINT D'INTERVENTION";"VALENTINE EDMUND L [US]";"ACCOY PHARMACEUTICALS INC [US]";"WO2020172484A1";"2019-02-21";"A61J1/03 
B65D75/36 
B65D83/04";"A61J1/035 (EP) 
A61J1/18 (EP) 
A61J7/0084 (EP) 
B65D75/326 (EP) 
B65D75/366 (EP) 
B65D75/5805 (EP) 
B65D75/66 (EP) 
G16H20/13 (EP) 
G16H40/20 (EP) 
G16H40/67 (EP) 
G16H70/40 (EP) 
A61J2200/30 (EP) 
A61J2200/70 (EP) 
A61J2200/72 (EP) 
A61J7/0445 (EP) 
Y02W30/80 (EP)";"2020-08-27";"2020-08-27";"072144752";
"433";"PLASTICS PROCESSING AND PLASTICS RECOVERY FACILITY";"CHEVRETTE GUILLAUME [CA] 
NAGARAJAN GANESH [US]";"WM INTELLECTUAL PROPERTY HOLDINGS L L C [US]";"US20260048529A1";"2024-08-15";"B29B17/00 
B29B17/02";"B03B9/06 (EP) 
B29B17/02 (EP,US) 
B29B2017/0089 (US) 
B29B2017/0203 (EP) 
B29B2017/0224 (EP) 
B29B2017/0279 (EP) 
B29K2023/06 (EP) 
B29K2023/12 (EP) 
B29K2025/06 (EP) 
B29K2067/003 (EP) 
Y02W30/62 (EP)";"2026-02-19";"2026-02-19";"097269004";
"434";"Large-angle virtual license plate data set construction method";"JIANG CAIGUI 
HUANG QUANXIN 
ZHANG HAO 
JIANG JUNWEI 
ZHENG NANNING";"UNIV XI AN JIAOTONG";"CN121236775A";"2025-10-13";"G06F9/48 
G06T1/20 
G06T15/00 
G06T15/04 
G06T15/50 
G06T17/00 
G06V20/17 
G06V20/62 
G06V30/19";"";"2025-12-30";"2025-12-30";"098152506";
"435";"Tire inflation compressor has safety mechanism for limiting to safety parameter and may be constructed as overpressure relief valve or temperature sensor";"STEHLE MICHAEL [DE] 
ELLINGER HEINER [DE]";"TERRA S GMBH & CO KG [DE]";"DE102004018726A1";"2004-04-17";"B60C23/00 
B60C23/00 
F04B35/04 
F04B49/02 
F04B49/03 
F04B49/10";"F04B35/04 (EP) 
F04B49/022 (EP) 
F04B49/03 (EP) 
F04B49/10 (EP) 
F04B2203/0205 (EP) 
F04B2205/05 (EP)";"2005-11-03";"2005-11-03";"035070557";
"436";"MATERIALS MANAGEMENT BAG AND SYSTEM AND METHOD FOR TRACKING";"BROWN KRISTEN [US] 
DANCY MARK [US] 
LISAUSKAS STEVE [US]";"BROWN KRISTEN [US] 
DANCY MARK [US] 
LISAUSKAS STEVE [US] 
WASTEZERO INC [US]";"US11834261B2 
US2022356012A1";"2021-05-07";"B31B70/88 
B65F1/14 
B65H29/00 
B31B160/10";"B31B70/88 (EP,US) 
B31B70/942 (EP) 
B65F1/0006 (EP) 
B65F1/1484 (EP,US) 
B65H29/006 (US) 
B31B2160/10 (US) 
B31B70/16 (EP) 
B31B70/262 (EP) 
B65F2210/112 (US) 
B65F2210/138 (US) 
B65F2250/114 (US) 
B65H2301/4193 (US) 
B65H2701/191 (US)";"2022-11-10 
2023-12-05";"2022-11-10";"083901147";
"437";"Garbage classification monitoring method and system";"XIA CELIAN";"XIA CELIAN";"CN109823731A";"2019-02-10";"B65F1/14";"";"2019-05-31";"2019-05-31";"066863508";
"438";"Method for synergistically preparing recycled aggregate from urban updated garden waste and building waste";"WANG JIAMING 
WANG JUE 
GUO LEI";"ANHUI GREEN ECOLOGICAL ENVIRONMENT TECH CO LTD";"CN120590085A";"2025-07-24";"C04B18/02 
C04B18/16 
C04B18/24 
C04B20/12";"C04B18/021 (CN) 
C04B18/16 (CN) 
C04B18/24 (CN) 
C04B20/12 (CN) 
Y02W30/91 (EP) 
C04B18/021, C04B18/16, C04B18/24, INV (CN)       
C04B20/12, C04B18/021, C04B20/1055, INV (CN)       
C04B20/12, C04B18/021, C04B20/1066, INV (CN)       
C04B20/12, C04B18/021, INV (CN)      ";"2025-09-05";"2025-09-05";"096885950";
"439";"Sealing Device, System, and Methods";"BAR-COHEN BARAK [US] 
SCHWARTZ-DODEK JOSH [US]";"SOJO IND INC [US]";"US12400529B2 
US2025124773A1";"2023-10-17";"G06Q10/0833 
G08B13/12 
H04W12/03 
H04W4/029 
H04W4/80";"B65D55/028 (US) 
G06Q10/0832 (US) 
G06Q10/0833 (US) 
G06Q10/0838 (US) 
G08B13/08 (EP) 
G08B13/126 (EP,US) 
H04W12/03 (US) 
H04W4/029 (US) 
H04W4/80 (US) 
G08B21/0269 (EP)";"2025-04-17 
2025-08-26";"2025-04-17";"093291930";
"440";"Traceable commodity circulation case that midway can reject";"WANG JIAMIN 
ZHANG JIANXI 
BI RAN 
LIN JIAN 
SHAO ZENGZHEN 
LIU ZHENGQIANG";"SHANDONG INST COMMERCE & TECH";"CN204642475U";"2015-03-10";"B65D25/00 
G06Q10/08";"";"2015-09-16";"2015-09-16";"054095245";
"441";"Plastic tank for the storage and transport of bulk material";"DOURALIS CHRISTOFYLLIS [GR]";"DOURALIS CHRISTOFYLLIS [GR]";"US2019135488A1";"2017-11-04";"B65D21/02 
B65D88/02 
B65D88/12";"B65D19/04 (EP,US) 
B65D19/18 (EP,US) 
B65D21/0215 (US) 
B65D21/0217 (US) 
B65D21/0233 (US) 
B65D43/0202 (EP,US) 
B65D45/02 (EP,US) 
B65D51/1644 (EP,US) 
B65D88/022 (US) 
B65D88/126 (US) 
B65D25/40 (US) 
B65D2519/00034 (EP,US) 
B65D2519/00069 (EP,US) 
B65D2519/00139 (EP,US) 
B65D2519/00174 (EP,US) 
B65D2519/00208 (EP,US) 
B65D2519/00268 (EP,US) 
B65D2519/00273 (EP,US) 
B65D2519/00288 (EP,US) 
B65D2519/00323 (EP,US) 
B65D2519/00333 (EP,US) 
B65D2519/00338 (EP,US) 
B65D2519/00407 (EP,US) 
B65D2519/00422 (EP,US) 
B65D2519/00427 (EP,US) 
B65D2519/00432 (EP,US) 
B65D2519/00497 (EP,US) 
B65D2519/00567 (EP,US) 
B65D2519/00621 (EP,US) 
B65D2519/00666 (EP,US) 
B65D2519/00711 (EP,US) 
B65D2519/008 (EP,US) 
B65D2519/0094 (EP,US) 
B65D2519/00965 (EP,US) 
B65D2519/0099 (EP,US) 
B65D2543/00027 (EP,US) 
B65D2543/00194 (EP,US) 
B65D2543/00296 (EP,US) 
B65D2543/00398 (EP,US) 
B65D2543/0049 (EP,US) 
B65D2543/00564 (EP,US) 
B65D2543/00972 (EP,US) 
B65D90/0026 (US) 
B65D90/143 (US)";"2019-05-09";"2019-05-09";"066327867";
"442";"Ecological cycle pig breeding method";"DING ZHIQIANG 
WEI TAO 
GAO JIE 
LIANG HONGJIE 
DUAN XIUJUN";"DING ZHIQIANG 
WEI TAO 
GAO JIE 
LIANG HONGJIE 
DUAN XIUJUN";"CN103719014A 
CN103719014B";"2013-12-11";"A01K67/02 
A01K67/033 
A23K1/00 
A23K1/10 
A23K1/14 
A23K1/18 
A23K10/38 
C12G3/02";"Y02P60/87 (EP)";"2014-04-16 
2015-07-22";"2014-04-16";"050443510";
"443";"MOULE EQUIPE D'UN MOYEN DE MARQUAGE DES PIECES";"ZAHARIA DRAGOS";"ANSERVILLE TECH [FR]";"FR2806027A1";"2000-03-08";"B29C33/42 
B29C45/37 
B29C45/37";"B29C45/374 (EP)";"2001-09-14";"2001-09-14";"008847868";
"444";"Recovery of component glycol esters";"SLEVINSKY DAVID EUGENE 
BETTING DARRYL 
PARKER KENNY RANDOLPH 
POLACEK MICHAEL GARY 
TRAPP WILLIAM LEWIS 
WU XIANCHUN";"EASTMAN CHEM CO";"CN114728881A 
CN114728881B";"2019-11-07";"C07C67/60 
C10G1/10 
C10G9/00";"C07C29/38 (EP,CN) 
C07C45/50 (EP) 
C07C45/505 (CN) 
C07C67/44 (EP,CN,US) 
C10G1/02 (EP) 
C10G1/08 (CN) 
C10G1/10 (EP) 
C10G11/05 (CN) 
C10G3/40 (EP) 
Y02P20/582 (EP) 
Y02P30/20 (EP) 
C07C29/38, C07C31/20, INV (EP,CN)       
C07C45/50, C07C47/02, INV (EP)       
C07C45/505, C07C47/02, INV (CN)       
C07C67/44, C07C69/24, INV (EP)       
C07C67/44, C07C69/28, INV (EP,CN)      ";"2022-07-08 
2024-09-03";"2021-05-14";"075849218";
"445";"Intelligent movement formula waste classification service center";"WANG CHUANHUA 
MA JINNING 
JIANG LIN 
HAO JIANFENG";"HEFEI JINGLV SANITARY EQUIP CO LTD";"CN207020722U";"2017-07-24";"G06Q50/26";"";"2018-02-16";"2018-02-16";"061480801";
"446";"Recovery of component alkanolamines";"SLEVINSKY DAVID EUGENE 
BETTING DARRYL 
PARKER KENNY RANDOLPH 
POLACEK MICHAEL GARY 
TRAPP WILLIAM LEWIS 
WU XIANCHUN";"ESCHERMANN CHEMICAL COMPANY";"CN114667278A";"2019-11-07";"C07C213/02 
C07C213/08 
C10G1/10 
C10G9/00";"C07C213/02 (US) 
C07C213/04 (EP) 
C10G1/02 (EP) 
C10G1/10 (EP) 
C10G3/40 (EP) 
Y02P20/582 (EP) 
Y02P30/20 (EP) 
C07C213/04, C07C215/08, INV (EP)      ";"2022-06-24";"2021-05-14";"075848173";
"447";"Bottle cap lock with display screen";"ZHANG HONGWEI 
ZHAO SHAOHUA 
ZHAO WEI 
WU CHAO";"XIAN BAOLAITE PHOTOELECTRIC TECH CO LTD";"CN214987309U";"2021-04-30";"B65D49/12 
B65D51/24 
B65D55/02";"";"2021-12-03";"2021-12-03";"079089647";
"448";"Method and device for managing and controlling harmful substances of product, equipment and readable medium";"XU ZHENHUA";"SUZHOU INSPUR INTELLIGENT TECH CO LTD";"CN113626518A 
CN113626518B";"2021-06-29";"G06Q10/08 
G06F16/22 
G06F16/27 
G06Q10/0631 
G06Q10/0639 
G06Q10/0875 
G06Q50/04 
G06Q50/26";"G06F16/2255 (CN) 
G06F16/27 (CN) 
G06Q10/0875 (CN) 
Y02P90/30 (EP)";"2021-11-09 
2023-08-25";"2021-11-09";"078378602";
"449";"The Reward Computation System based on Recyclables Disposal of Individuals";"PARK TAEHYUNG [CA]";"AETECH [KR]";"KR20230064680A";"2021-11-03";"B65F1/14 
G01S19/14 
G06F16/901 
G06K19/06 
G06Q30/02 
G06Q50/26 
H04M1/2755 
H04N7/18 
H04W4/60";"B65F1/14 (KR) 
G01S19/14 (KR) 
G06F16/901 (KR) 
G06K19/06037 (KR) 
G06Q10/30 (KR) 
G06Q30/0217 (KR) 
G06Q50/26 (KR) 
G06T7/0004 (KR) 
G06T7/60 (KR) 
G06T7/90 (KR) 
H04M1/2755 (KR) 
H04N7/18 (KR) 
H04W4/60 (KR) 
B65F2210/128 (KR)";"2023-05-11";"2023-05-11";"086379334";
"450";"Wine box anti-fake pull buckle capable of being destroyed immediately after being pulled open";"ZHANG HONGWEI 
ZHAO SHAOHUA 
ZHAO WEI 
WU CHAO";"XIAN BAOLAITE PHOTOELECTRIC TECH CO LTD";"CN215045240U";"2021-04-30";"B65D49/12 
B65D51/24 
B65D55/02 
B65D85/72";"";"2021-12-07";"2021-12-07";"079108122";
"451";"PROCÉDÉ D'ANTI-CONTREFAÇON/DE TRAÇAGE DE CONDUITE DÉSIGNÉE POUR UN PRODUIT ALCOOLIQUE";"CHEN MINGFA [CN]";"HAINAN PAIPAIKAN INFORMATION TECH CO LTD [CN]";"WO2022237085A1";"2021-05-08";"B65D23/14 
G06F16/955 
G06K19/06 
G06Q30/02";"G06F16/9554 (CN) 
G06K19/06028 (CN) 
G06K19/06037 (CN) 
G06Q30/0185 (CN) 
G06Q30/0207 (CN) 
G06Q30/0253 (CN)";"2022-11-17";"2021-08-31";"077424128";
"452";"Intelligent mobile garbage classification service center";"WANG CHUANHUA 
MA JINNING 
JIANG LIN 
HAO JIANFENG";"HEFEI JINGLV SANITARY EQUIP CO LTD";"CN107330839A";"2017-07-24";"G06Q50/26";"G06Q50/26 (CN)";"2017-11-07";"2017-11-07";"060199907";
"453";"Cellulose esters comprising recovered component butyryl groups";"SLEVINSKY DAVID EUGENE 
BETTING DARRYL 
PARKER KENNY RANDOLPH 
POLACEK MICHAEL GARY 
TRAPP WILLIAM LEWIS 
WU XIANCHUN";"EASTMAN CHEM CO";"CN114729061A 
CN114729061B";"2019-11-07";"C08B3/18 
C08J11/12 
C10G9/00";"B01J6/008 (CN) 
C08B3/08 (CN) 
C08B3/18 (EP,US) 
C08J11/12 (US) 
C10G1/002 (CN) 
C10G1/02 (EP,US) 
C10G1/10 (EP,CN) 
C10G3/40 (EP,US) 
C10G55/04 (CN) 
C08J11/12 (EP) 
C08J2323/00 (EP) 
C10G2300/1003 (CN) 
C10G2400/02 (CN) 
C10G2400/20 (CN) 
Y02P20/582 (EP) 
Y02P30/20 (EP)";"2022-07-08 
2024-11-08";"2021-05-14";"075849489";
"454";"RFID tag capable of preventing chip from being reused";"YANG QI 
YANG PEIXIANG 
ZHOU LIQUAN 
WANG JIAYUAN 
WANG SHATONG 
ZHOU QIAN 
JIANG CAIHUI 
WANG YONGHAI 
XIONG KAI 
DENG YANG 
RAN JUN 
WANG JIAN 
ZHANG SHIJIE 
MA JING 
XU TAO 
ZHANG RUI 
ZHANG BIN 
OU YI";"YIBIN PLASTIC PACKAGING MAT CO LTD SICHUAN 
PUSH INFORMATION & AUTOMATION CHENGDU CO LTD";"CN210776776U";"2019-12-23";"G06K19/077";"";"2020-06-16";"2020-06-16";"071034775";
"455";"Continuous extruder for producing plastic hollow plate";"HAN XIUMING";"BENXI HETENG TECH DEVELOPMENT CO LTD";"CN121552644A";"2026-01-22";"B06B1/06 
B29C48/025 
B29C48/25 
B29C48/285 
B29C48/36 
B29C48/505 
B29C48/625 
B29C48/80 
B29C48/885 
B29C48/90 
B29C48/92 
B29L22/00";"B06B1/06 (CN) 
B29C48/025 (CN) 
B29C48/25 (CN) 
B29C48/288 (CN) 
B29C48/36 (CN) 
B29C48/505 (CN) 
B29C48/625 (CN) 
B29C48/832 (CN) 
B29C48/834 (CN) 
B29C48/885 (CN) 
B29C48/901 (CN) 
B29C48/9115 (CN) 
B29C48/92 (CN) 
B29C2948/92704 (CN) 
B29L2022/00 (CN)";"2026-02-24";"2026-02-24";"098803579";
"456";"Method And Apparatus For Removing Data From A Recycled Electronic Device";"BOWLES MARK VINCENT [US]";"ECOATM INC [US]";"US2014156883A1 
US2015293860A9";"2012-04-04";"G06F13/10";"G06F13/10 (US) 
G06Q30/0607 (EP,US) 
G07F7/06 (EP,US) 
Y02W30/82 (EP)";"2014-06-05 
2015-10-15";"2014-06-05";"050826641";
"457";"Recognition and recovery method and system for coated paper production waste";"YANG JINLUN 
YANG MINGDONG 
TANG XIANGYIN";"GUIZHOU XINFUSHENG PAPER IND CO LTD";"CN121707545A";"2025-12-15";"G06F18/15 
G06F18/2131 
G06F18/241 
G06F18/25 
G06Q10/30";"";"2026-03-20";"2026-03-20";"099080760";
"458";"Integrated forming production method of shading sleep-aiding eyeshade based on PVC (polyvinyl chloride) material";"WU TIANYAO";"WUNENG SHENZHEN TECH CO LTD";"CN121554889A";"2025-11-25";"B29D7/00 
C08K3/04 
C08K3/22 
C08K5/11 
C08K7/26 
C08L23/0853 
C08L27/06";"B29D7/00 (CN) 
C08L27/06 (CN) 
C08K2003/2241 (CN) 
C08L27/06, C08L23/0853, C08K5/11, C08K3/22, C08K3/04, C08K7/26, INV (CN)      ";"2026-02-24";"2026-02-24";"098800512";
"459";"FRAUDULENT DEPOSIT DETECTION SYSTEM (Machine-translation by Google Translate, not legally binding)";"MORENO DE CASTRO  JOSE LUIS [ES] 
TORBADO MARTINEZ ZACARÍAS [ES] 
AGUIRRE MARZO JESÚS 
MENCHACA MRTINEZ DANIEL 
PORQUERAS ALONSO GABRIEL ALBERTO 
PAVON HAASS OSCAR ALBERTO 
MORENO DE CASTRO  JOSE LUIS 
TORBADO MARTINEZ ZACARÍAS";"ECOEMBALAJES ESPANA S A [ES]";"ES1266214U 
ES1266214Y";"2021-01-15";"B65F1/14 
G08B13/18";"";"2021-04-27 
2021-07-28";"2021-04-27";"075639597";
"460";"Mobile air pollution traceability equipment";"YAO YUKUN 
YANG ZHENYA 
CHEN FENG 
QIAO YUEZHEN 
SHEN QI 
DAI YAYA 
SUN JINJIN 
LI GUOPING";"JIANGSU PROVINCIAL ENVIRONMENTAL ENGINEERING TECH CO LTD";"CN116176742A 
CN116176742B";"2023-03-02";"B62J11/00 
B62K5/027 
B62K7/04 
G01N1/24 
G01N33/00";"B62J11/00 (CN) 
B62K5/027 (CN) 
B62K7/04 (CN) 
G01N1/24 (CN) 
G01N33/0004 (CN) 
Y02A50/20 (EP)";"2023-05-30 
2024-09-20";"2023-05-30";"086448430";
"461";"Accessory bag for electrocardiograph monitoring";"WANG LINYUE";"YUNYANG PEOPLES HOSPITAL";"CN217566089U";"2022-05-16";"A61B5/28 
A61B5/321 
A61B5/332 
A61B50/31 
A61B50/39";"";"2022-10-14";"2022-10-14";"083551525";
"462";"RFID tag and method capable of preventing chip from being reused";"YANG QI 
YANG PEIXIANG 
ZHOU LIQUAN 
WANG JIAYUAN 
WANG SHATONG 
ZHOU QIAN 
JIANG CAIHUI 
WANG YONGHAI 
XIONG KAI 
DENG YANG 
RAN JUN 
WANG JIAN 
ZHANG SHIJIE 
MA JING 
XU TAO 
ZHANG RUI 
ZHANG BIN 
OU YI";"YIBIN PLASTIC PACKAGING MAT CO LTD SICHUAN 
PUSH INFORMATION & AUTOMATION (CHENGDU) CO LTD";"CN111178480A 
CN111178480B";"2019-12-23";"G06K19/077";"G06K19/0772 (CN) 
G06K19/07773 (CN) 
G06K19/07798 (CN)";"2020-05-19 
2025-01-24";"2020-05-19";"070655588";
"463";"SYSTÈME POUR LE REVÊTEMENT PAR POUDRE DE PROFILÉS ALLONGÉS";"TREVISAN SILVIO MARIA [IT]";"CUBE TREVISAN S R L [IT] 
SAT (SURFACE ALUMINIUM TECHNOLOGIES) S P A [IT]";"EP2978539A1 
EP2978539B1";"2013-03-29";"B05B13/02 
B05B14/44 
B05B15/12 
B05B16/00 
B05D7/00";"B05B13/0214 (EP) 
B05B14/44 (EP) 
B05B16/90 (EP) 
Y02P70/10 (EP)";"2016-02-03 
2017-05-31";"2014-09-30";"048485296";
"464";"SYSTÈME DE GESTION AUTOMATISÉE DE DÉCHETS";"NISSEN OLE MARTIN [DK] 
PEDERSEN HANS CHRISTIAN [DK]";"MAACKS APS [DK]";"WO2022189255A1";"2021-03-08";"B65F1/00 
G01F23/284 
G06Q10/00 
G06Q10/08";"G01F23/284 (EP) 
G06Q10/08 (EP) 
G06Q10/30 (EP) 
B65F2210/128 (EP) 
B65F2210/1443 (EP)";"2022-09-15";"2022-09-15";"080738758";
"465";"Highway engineering reconstruction and extension multi-source solid waste classification and coding method";"FANG MINGJING 
HAN JUNTAO 
XIA QIYONG 
DONG YONGGANG 
JIA JUNHONG 
ZHANG HUA 
NIE LIANGTAO 
JIANG HUI 
SONG CUIYING 
TIAN WEIHAI 
ZONG WEI 
CHENG MENG";"UNIV WUHAN TECH";"CN121289115A 
CN121289115B";"2025-09-30";"B07C5/34";"";"2026-01-09 
2026-05-12";"2026-01-09";"098282360";
"466";"A gene cassette and uses therefor";"ALEXANDER JOSEPH SPEAKMAN [GB] 
JESS TALLIS [GB]";"E V A BIOSYSTEMS LTD [GB]";"GB2642222A";"2024-06-26";"C12N11/04 
C12N11/08 
C12N11/096 
C12N15/63 
C12N15/70 
C12N15/75";"C12N11/04 (GB) 
C12N11/08 (GB) 
C12N11/096 (GB) 
C12N15/63 (EP,GB) 
C12N15/70 (GB) 
C12N15/75 (EP,GB) 
C12N2800/30 (EP) 
C12R2001/125 (GB) 
C12R2001/19 (GB)";"2026-01-07";"2026-01-02";"092108027";
"467";"农产品质量追溯系统";"";"";"CN122022845A";"2026-02-03";"G06Q30/018 
G06Q50/02";"Y02P90/30 (EP)";"2026-05-12";"2026-05-12";"099692027";
"468";"Power equipment intelligent green recovery method and system based on material attribute characteristics";"LIU ZHEN 
ZHANG ZIJIAN 
HUANG JIE 
DONG ZHIJIAN 
HAN JUNJIE 
WANG XINRAN 
WANG ZHEN 
WANG CHUICHAO";"HUANENG ENERGY TRAFFIC IND HOLDING CO LTD";"CN121836693A";"2025-11-27";"G06F18/15 
G06F18/213 
G06F18/22 
G06F18/241 
G06F18/25 
G06N3/0464 
G06Q10/04 
G06Q10/30 
G06Q50/06";"G06F18/15 (CN) 
G06F18/213 (CN) 
G06F18/22 (CN) 
G06F18/241 (CN) 
G06F18/253 (CN) 
G06N3/0464 (CN) 
G06Q10/04 (CN) 
G06Q10/30 (CN) 
G06Q50/06 (CN) 
Y02W90/00 (EP)";"2026-04-10";"2026-04-10";"099338679";
"469";"PLATEFORME DE FUSION SPECTRALE POUR IDENTIFIER L'ÉTHYLÈNE ALCOOL VINYLIQUE (EVOH) ET FACILITER LE TRI DE CHARGES D'ALIMENTATION";"LEUNG JUN WEI JANICE [US] 
ROSENFELD DANIEL [US]";"X DEV LLC [US]";"WO2026043623A1";"2024-08-22";"B07C5/342 
B29B17/02 
G01N21/31 
G01N21/84";"B07C5/342 (EP) 
B29B17/02 (EP) 
G01N21/31 (EP) 
B29B2017/0203 (EP) 
B29B2017/0279 (EP) 
G01N2021/845 (EP)";"2026-02-26";"2026-02-26";"097101918";
"470";"離装着の簡便な段ボール用ＩＣタグ";"";"";"JP3241545U";"2022-10-21";"B65D5/44 
G06K19/077";"";"2023-04-12";"2023-04-12";"085801549";
"471";"Secondary Market And Vending System For Devices";"BOWLES MARK VINCENT [US]";"ECOATM INC [US]";"US2013226679A1 
US9904911B2";"2008-10-02";"G06Q10/00 
G06Q30/02 
G07F7/06 
H04M1/02";"G06Q10/30 (EP,US) 
G06Q30/0237 (EP,US) 
G06Q30/0278 (EP,US) 
G07F7/06 (EP,US) 
H04M1/0287 (EP,US) 
Y02W30/82 (EP,US) 
Y02W90/00 (EP,US)";"2013-08-29 
2018-02-27";"2010-07-01";"042286074";
"472";"Accurate tracking anti-counterfeit packaging method for designated driving drainage of wine products";"CHEN MINGFA";"PAIPAIKAN HAINAN ARTIFICIAL INTELLIGENCE CO LTD";"CN113313502A";"2021-05-08";"G06K7/14 
G06Q30/00 
G06Q30/02";"G06K7/1417 (CN) 
G06Q30/0185 (CN) 
G06Q30/0207 (CN) 
G06Q30/0214 (CN)";"2021-08-27";"2021-08-27";"077378751";
"473";"Label for home article management";"ZHANG JING";"ZHANG JING";"CN203941535U";"2014-07-11";"G06K19/06";"";"2014-11-12";"2014-11-12";"051860834";
"474";"用于高层建筑物混凝土顶层体的施工在线监测装置和方法";"";"";"CN122015942A";"2025-11-20";"G01D11/00 
G01D11/24 
G01D11/30 
G01D15/00 
G01D21/02";"";"2026-05-12";"2026-05-12";"099680291";
"475";"一种基于机器视觉与超声波联合检测的注塑件飞边自动修正系统";"";"";"CN122143293A";"2026-05-11";"B07C5/34 
B07C5/36 
B29C37/02 
B29C45/76";"";"2026-06-05";"2026-06-05";"099980998";
"476";"Automatic medicine dispensing equipment";"DAI JIANWEI 
REN QINGHUA 
ZHAO LING 
GONG WEIYONG 
ZHANG JUNHUA 
DAI QIUJIE";"SHANGHAI SHANTONG IND CO LTD";"CN112716794A 
CN112716794B";"2020-12-31";"A61J1/20";"A61J1/2006 (CN) 
A61J1/2089 (CN) 
A61J1/2096 (CN)";"2021-04-30 
2024-01-30";"2021-04-30";"075608062";
